trip_id,VIN,point_index,point_role,timestamp,elapsed_seconds,latitude,longitude,altitude_m,segment_distance_m,cumulative_distance_m,segment_speed_kmh,timestamp_method
VIN005_20260213T130000Z_0003,VIN005,0,start,2026-02-13T13:00:00+00:00,0.0,48.956,2.308,70.0,0.0,0.0,0.0,interpolated_between_trip_triggers
VIN005_20260213T130000Z_0003,VIN005,1,trajectory,2026-02-13T13:01:40+00:00,100.0,48.959,2.3103333,70.3,374.569,374.569,13.484,interpolated_between_trip_triggers
VIN005_20260213T130000Z_0003,VIN005,2,trajectory,2026-02-13T13:03:20+00:00,200.0,48.962,2.3126667,70.7,374.568,749.137,13.484,interpolated_between_trip_triggers
VIN005_20260213T130000Z_0003,VIN005,3,trajectory,2026-02-13T13:05:00+00:00,300.0,48.965,2.315,71.0,374.56,1123.696,13.484,interpolated_between_trip_triggers
VIN005_20260213T130000Z_0003,VIN005,4,trajectory,2026-02-13T13:06:40+00:00,400.0,48.968,2.3173333,71.3,374.555,1498.251,13.484,interpolated_between_trip_triggers
VIN005_20260213T130000Z_0003,VIN005,5,trajectory,2026-02-13T13:08:20+00:00,500.0,48.971,2.3196667,71.7,374.554,1872.805,13.484,interpolated_between_trip_triggers
VIN005_20260213T130000Z_0003,VIN005,6,destination,2026-02-13T13:10:00+00:00,600.0,48.974,2.322,72.0,374.546,2247.35,13.484,interpolated_between_trip_triggers
VIN005_20260213T160000Z_0004,VIN005,0,start,2026-02-13T16:00:00+00:00,0.0,48.959,2.312,70.0,0.0,0.0,0.0,interpolated_between_trip_triggers
VIN005_20260213T160000Z_0004,VIN005,1,trajectory,2026-02-13T16:02:45+00:00,165.0,48.9615,2.31625,70.5,416.6,416.6,9.089,interpolated_between_trip_triggers
VIN005_20260213T160000Z_0004,VIN005,2,trajectory,2026-02-13T16:05:30+00:00,330.0,48.964,2.3205,71.0,416.588,833.188,9.089,interpolated_between_trip_triggers
VIN005_20260213T160000Z_0004,VIN005,3,trajectory,2026-02-13T16:08:15+00:00,495.0,48.9665,2.32475,71.5,416.576,1249.764,9.089,interpolated_between_trip_triggers
VIN005_20260213T160000Z_0004,VIN005,4,destination,2026-02-13T16:11:00+00:00,660.0,48.969,2.329,72.0,416.565,1666.329,9.089,interpolated_between_trip_triggers
VIN005_20260213T190000Z_0005,VIN005,0,start,2026-02-13T19:00:00+00:00,0.0,48.962,2.316,70.0,0.0,0.0,0.0,interpolated_between_trip_triggers
VIN005_20260213T190000Z_0005,VIN005,1,trajectory,2026-02-13T19:02:24+00:00,144.0,48.9648,2.3176,70.4,332.536,332.536,8.313,interpolated_between_trip_triggers
VIN005_20260213T190000Z_0005,VIN005,2,trajectory,2026-02-13T19:04:48+00:00,288.0,48.9676,2.3192,70.8,332.534,665.07,8.313,interpolated_between_trip_triggers
VIN005_20260213T190000Z_0005,VIN005,3,trajectory,2026-02-13T19:07:12+00:00,432.0,48.9704,2.3208,71.2,332.531,997.601,8.313,interpolated_between_trip_triggers
VIN005_20260213T190000Z_0005,VIN005,4,trajectory,2026-02-13T19:09:36+00:00,576.0,48.9732,2.3224,71.6,332.529,1330.131,8.313,interpolated_between_trip_triggers
VIN005_20260213T190000Z_0005,VIN005,5,destination,2026-02-13T19:12:00+00:00,720.0,48.976,2.324,72.0,332.527,1662.657,8.313,interpolated_between_trip_triggers
VIN006_20260213T070000Z_0001,VIN006,0,start,2026-02-13T07:00:00+00:00,0.0,48.98,2.32,70.0,0.0,0.0,0.0,interpolated_between_trip_triggers
VIN006_20260213T070000Z_0001,VIN006,1,trajectory,2026-02-13T07:02:00+00:00,120.0,48.9825,2.322,70.5,313.975,313.975,9.419,interpolated_between_trip_triggers
VIN006_20260213T070000Z_0001,VIN006,2,trajectory,2026-02-13T07:04:00+00:00,240.0,48.985,2.324,71.0,313.972,627.947,9.419,interpolated_between_trip_triggers
VIN006_20260213T070000Z_0001,VIN006,3,trajectory,2026-02-13T07:06:00+00:00,360.0,48.9875,2.326,71.5,313.968,941.915,9.419,interpolated_between_trip_triggers
VIN006_20260213T070000Z_0001,VIN006,4,destination,2026-02-13T07:08:00+00:00,480.0,48.99,2.328,72.0,313.965,1255.88,9.419,interpolated_between_trip_triggers
VIN006_20260213T100000Z_0002,VIN006,0,start,2026-02-13T10:00:00+00:00,0.0,48.983,2.324,70.0,0.0,0.0,0.0,interpolated_between_trip_triggers
VIN006_20260213T100000Z_0002,VIN006,1,trajectory,2026-02-13T10:01:48+00:00,108.0,48.9858,2.3262,70.4,350.3,350.3,11.677,interpolated_between_trip_triggers
VIN006_20260213T100000Z_0002,VIN006,2,trajectory,2026-02-13T10:03:36+00:00,216.0,48.9886,2.3284,70.8,350.296,700.596,11.677,interpolated_between_trip_triggers
VIN006_20260213T100000Z_0002,VIN006,3,trajectory,2026-02-13T10:05:24+00:00,324.0,48.9914,2.3306,71.2,350.292,1050.887,11.676,interpolated_between_trip_triggers
VIN006_20260213T100000Z_0002,VIN006,4,trajectory,2026-02-13T10:07:12+00:00,432.0,48.9942,2.3328,71.6,350.288,1401.175,11.676,interpolated_between_trip_triggers
VIN006_20260213T100000Z_0002,VIN006,5,destination,2026-02-13T10:09:00+00:00,540.0,48.997,2.335,72.0,350.283,1751.458,11.676,interpolated_between_trip_triggers
VIN006_20260213T130000Z_0003,VIN006,0,start,2026-02-13T13:00:00+00:00,0.0,48.986,2.328,70.0,0.0,0.0,0.0,interpolated_between_trip_triggers
VIN006_20260213T130000Z_0003,VIN006,1,trajectory,2026-02-13T13:01:40+00:00,100.0,48.989,2.3303333,70.3,374.522,374.522,13.483,interpolated_between_trip_triggers
VIN006_20260213T130000Z_0003,VIN006,2,trajectory,2026-02-13T13:03:20+00:00,200.0,48.992,2.3326667,70.7,374.521,749.043,13.483,interpolated_between_trip_triggers
VIN006_20260213T130000Z_0003,VIN006,3,trajectory,2026-02-13T13:05:00+00:00,300.0,48.995,2.335,71.0,374.513,1123.556,13.482,interpolated_between_trip_triggers
VIN006_20260213T130000Z_0003,VIN006,4,trajectory,2026-02-13T13:06:40+00:00,400.0,48.998,2.3373333,71.3,374.508,1498.065,13.482,interpolated_between_trip_triggers
VIN006_20260213T130000Z_0003,VIN006,5,trajectory,2026-02-13T13:08:20+00:00,500.0,49.001,2.3396667,71.7,374.507,1872.572,13.482,interpolated_between_trip_triggers
VIN006_20260213T130000Z_0003,VIN006,6,destination,2026-02-13T13:10:00+00:00,600.0,49.004,2.342,72.0,374.499,2247.071,13.482,interpolated_between_trip_triggers
VIN006_20260213T160000Z_0004,VIN006,0,start,2026-02-13T16:00:00+00:00,0.0,48.989,2.332,70.0,0.0,0.0,0.0,interpolated_between_trip_triggers
VIN006_20260213T160000Z_0004,VIN006,1,trajectory,2026-02-13T16:02:45+00:00,165.0,48.9915,2.33625,70.5,416.461,416.461,9.086,interpolated_between_trip_triggers
VIN006_20260213T160000Z_0004,VIN006,2,trajectory,2026-02-13T16:05:30+00:00,330.0,48.994,2.3405,71.0,416.449,832.91,9.086,interpolated_between_trip_triggers
VIN006_20260213T160000Z_0004,VIN006,3,trajectory,2026-02-13T16:08:15+00:00,495.0,48.9965,2.34475,71.5,416.437,1249.347,9.086,interpolated_between_trip_triggers
VIN006_20260213T160000Z_0004,VIN006,4,destination,2026-02-13T16:11:00+00:00,660.0,48.999,2.349,72.0,416.426,1665.773,9.086,interpolated_between_trip_triggers
VIN006_20260213T190000Z_0005,VIN006,0,start,2026-02-13T19:00:00+00:00,0.0,48.992,2.336,70.0,0.0,0.0,0.0,interpolated_between_trip_triggers
VIN006_20260213T190000Z_0005,VIN006,1,trajectory,2026-02-13T19:02:24+00:00,144.0,48.9948,2.3376,70.4,332.511,332.511,8.313,interpolated_between_trip_triggers
VIN006_20260213T190000Z_0005,VIN006,2,trajectory,2026-02-13T19:04:48+00:00,288.0,48.9976,2.3392,70.8,332.509,665.021,8.313,interpolated_between_trip_triggers
VIN006_20260213T190000Z_0005,VIN006,3,trajectory,2026-02-13T19:07:12+00:00,432.0,49.0004,2.3408,71.2,332.507,997.527,8.313,interpolated_between_trip_triggers
VIN006_20260213T190000Z_0005,VIN006,4,trajectory,2026-02-13T19:09:36+00:00,576.0,49.0032,2.3424,71.6,332.505,1330.032,8.313,interpolated_between_trip_triggers
VIN006_20260213T190000Z_0005,VIN006,5,destination,2026-02-13T19:12:00+00:00,720.0,49.006,2.344,72.0,332.502,1662.534,8.313,interpolated_between_trip_triggers
VIN007_20260213T070000Z_0001,VIN007,0,start,2026-02-13T07:00:00+00:00,0.0,49.01,2.34,70.0,0.0,0.0,0.0,interpolated_between_trip_triggers
VIN007_20260213T070000Z_0001,VIN007,1,trajectory,2026-02-13T07:02:00+00:00,120.0,49.0125,2.342,70.5,313.934,313.934,9.418,interpolated_between_trip_triggers
VIN007_20260213T070000Z_0001,VIN007,2,trajectory,2026-02-13T07:04:00+00:00,240.0,49.015,2.344,71.0,313.931,627.865,9.418,interpolated_between_trip_triggers
VIN007_20260213T070000Z_0001,VIN007,3,trajectory,2026-02-13T07:06:00+00:00,360.0,49.0175,2.346,71.5,313.927,941.792,9.418,interpolated_between_trip_triggers
VIN007_20260213T070000Z_0001,VIN007,4,destination,2026-02-13T07:08:00+00:00,480.0,49.02,2.348,72.0,313.924,1255.716,9.418,interpolated_between_trip_triggers
VIN007_20260213T100000Z_0002,VIN007,0,start,2026-02-13T10:00:00+00:00,0.0,49.013,2.344,70.0,0.0,0.0,0.0,interpolated_between_trip_triggers
VIN007_20260213T100000Z_0002,VIN007,1,trajectory,2026-02-13T10:01:48+00:00,108.0,49.0158,2.3462,70.4,350.256,350.256,11.675,interpolated_between_trip_triggers
VIN007_20260213T100000Z_0002,VIN007,2,trajectory,2026-02-13T10:03:36+00:00,216.0,49.0186,2.3484,70.8,350.251,700.507,11.675,interpolated_between_trip_triggers
VIN007_20260213T100000Z_0002,VIN007,3,trajectory,2026-02-13T10:05:24+00:00,324.0,49.0214,2.3506,71.2,350.247,1050.754,11.675,interpolated_between_trip_triggers
VIN007_20260213T100000Z_0002,VIN007,4,trajectory,2026-02-13T10:07:12+00:00,432.0,49.0242,2.3528,71.6,350.243,1400.998,11.675,interpolated_between_trip_triggers
VIN007_20260213T100000Z_0002,VIN007,5,destination,2026-02-13T10:09:00+00:00,540.0,49.027,2.355,72.0,350.239,1751.237,11.675,interpolated_between_trip_triggers
VIN007_20260213T130000Z_0003,VIN007,0,start,2026-02-13T13:00:00+00:00,0.0,49.016,2.348,70.0,0.0,0.0,0.0,interpolated_between_trip_triggers
VIN007_20260213T130000Z_0003,VIN007,1,trajectory,2026-02-13T13:01:40+00:00,100.0,49.019,2.3503333,70.3,374.476,374.476,13.481,interpolated_between_trip_triggers
VIN007_20260213T130000Z_0003,VIN007,2,trajectory,2026-02-13T13:03:20+00:00,200.0,49.022,2.3526667,70.7,374.474,748.95,13.481,interpolated_between_trip_triggers
VIN007_20260213T130000Z_0003,VIN007,3,trajectory,2026-02-13T13:05:00+00:00,300.0,49.025,2.355,71.0,374.466,1123.416,13.481,interpolated_between_trip_triggers
VIN007_20260213T130000Z_0003,VIN007,4,trajectory,2026-02-13T13:06:40+00:00,400.0,49.028,2.3573333,71.3,374.462,1497.878,13.481,interpolated_between_trip_triggers
VIN007_20260213T130000Z_0003,VIN007,5,trajectory,2026-02-13T13:08:20+00:00,500.0,49.031,2.3596667,71.7,374.46,1872.339,13.481,interpolated_between_trip_triggers
VIN007_20260213T130000Z_0003,VIN007,6,destination,2026-02-13T13:10:00+00:00,600.0,49.034,2.362,72.0,374.452,2246.791,13.48,interpolated_between_trip_triggers
VIN007_20260213T160000Z_0004,VIN007,0,start,2026-02-13T16:00:00+00:00,0.0,49.019,2.352,70.0,0.0,0.0,0.0,interpolated_between_trip_triggers
VIN007_20260213T160000Z_0004,VIN007,1,trajectory,2026-02-13T16:02:45+00:00,165.0,49.0215,2.35625,70.5,416.322,416.322,9.083,interpolated_between_trip_triggers
VIN007_20260213T160000Z_0004,VIN007,2,trajectory,2026-02-13T16:05:30+00:00,330.0,49.024,2.3605,71.0,416.31,832.632,9.083,interpolated_between_trip_triggers
VIN007_20260213T160000Z_0004,VIN007,3,trajectory,2026-02-13T16:08:15+00:00,495.0,49.0265,2.36475,71.5,416.298,1248.93,9.083,interpolated_between_trip_triggers
VIN007_20260213T160000Z_0004,VIN007,4,destination,2026-02-13T16:11:00+00:00,660.0,49.029,2.369,72.0,416.287,1665.217,9.083,interpolated_between_trip_triggers
VIN007_20260213T190000Z_0005,VIN007,0,start,2026-02-13T19:00:00+00:00,0.0,49.022,2.356,70.0,0.0,0.0,0.0,interpolated_between_trip_triggers
VIN007_20260213T190000Z_0005,VIN007,1,trajectory,2026-02-13T19:02:24+00:00,144.0,49.0248,2.3576,70.4,332.487,332.487,8.312,interpolated_between_trip_triggers
VIN007_20260213T190000Z_0005,VIN007,2,trajectory,2026-02-13T19:04:48+00:00,288.0,49.0276,2.3592,70.8,332.484,664.971,8.312,interpolated_between_trip_triggers
VIN007_20260213T190000Z_0005,VIN007,3,trajectory,2026-02-13T19:07:12+00:00,432.0,49.0304,2.3608,71.2,332.482,997.453,8.312,interpolated_between_trip_triggers
VIN007_20260213T190000Z_0005,VIN007,4,trajectory,2026-02-13T19:09:36+00:00,576.0,49.0332,2.3624,71.6,332.48,1329.933,8.312,interpolated_between_trip_triggers
VIN007_20260213T190000Z_0005,VIN007,5,destination,2026-02-13T19:12:00+00:00,720.0,49.036,2.364,72.0,332.478,1662.411,8.312,interpolated_between_trip_triggers
VIN008_20260213T070000Z_0001,VIN008,0,start,2026-02-13T07:00:00+00:00,0.0,49.04,2.36,70.0,0.0,0.0,0.0,interpolated_between_trip_triggers
VIN008_20260213T070000Z_0001,VIN008,1,trajectory,2026-02-13T07:02:00+00:00,120.0,49.0425,2.362,70.5,313.893,313.893,9.417,interpolated_between_trip_triggers
VIN008_20260213T070000Z_0001,VIN008,2,trajectory,2026-02-13T07:04:00+00:00,240.0,49.045,2.364,71.0,313.89,627.783,9.417,interpolated_between_trip_triggers
VIN008_20260213T070000Z_0001,VIN008,3,trajectory,2026-02-13T07:06:00+00:00,360.0,49.0475,2.366,71.5,313.887,941.67,9.417,interpolated_between_trip_triggers
VIN008_20260213T070000Z_0001,VIN008,4,destination,2026-02-13T07:08:00+00:00,480.0,49.05,2.368,72.0,313.883,1255.553,9.416,interpolated_between_trip_triggers
VIN008_20260213T100000Z_0002,VIN008,0,start,2026-02-13T10:00:00+00:00,0.0,49.043,2.364,70.0,0.0,0.0,0.0,interpolated_between_trip_triggers
VIN008_20260213T100000Z_0002,VIN008,1,trajectory,2026-02-13T10:01:48+00:00,108.0,49.0458,2.3662,70.4,350.211,350.211,11.674,interpolated_between_trip_triggers
VIN008_20260213T100000Z_0002,VIN008,2,trajectory,2026-02-13T10:03:36+00:00,216.0,49.0486,2.3684,70.8,350.207,700.419,11.674,interpolated_between_trip_triggers
VIN008_20260213T100000Z_0002,VIN008,3,trajectory,2026-02-13T10:05:24+00:00,324.0,49.0514,2.3706,71.2,350.203,1050.622,11.673,interpolated_between_trip_triggers
VIN008_20260213T100000Z_0002,VIN008,4,trajectory,2026-02-13T10:07:12+00:00,432.0,49.0542,2.3728,71.6,350.199,1400.82,11.673,interpolated_between_trip_triggers
VIN008_20260213T100000Z_0002,VIN008,5,destination,2026-02-13T10:09:00+00:00,540.0,49.057,2.375,72.0,350.195,1751.015,11.673,interpolated_between_trip_triggers
VIN008_20260213T130000Z_0003,VIN008,0,start,2026-02-13T13:00:00+00:00,0.0,49.046,2.368,70.0,0.0,0.0,0.0,interpolated_between_trip_triggers
VIN008_20260213T130000Z_0003,VIN008,1,trajectory,2026-02-13T13:01:40+00:00,100.0,49.049,2.3703333,70.3,374.429,374.429,13.479,interpolated_between_trip_triggers
VIN008_20260213T130000Z_0003,VIN008,2,trajectory,2026-02-13T13:03:20+00:00,200.0,49.052,2.3726667,70.7,374.428,748.857,13.479,interpolated_between_trip_triggers
VIN008_20260213T130000Z_0003,VIN008,3,trajectory,2026-02-13T13:05:00+00:00,300.0,49.055,2.375,71.0,374.42,1123.277,13.479,interpolated_between_trip_triggers
VIN008_20260213T130000Z_0003,VIN008,4,trajectory,2026-02-13T13:06:40+00:00,400.0,49.058,2.3773333,71.3,374.415,1497.692,13.479,interpolated_between_trip_triggers
VIN008_20260213T130000Z_0003,VIN008,5,trajectory,2026-02-13T13:08:20+00:00,500.0,49.061,2.3796667,71.7,374.414,1872.106,13.479,interpolated_between_trip_triggers
VIN008_20260213T130000Z_0003,VIN008,6,destination,2026-02-13T13:10:00+00:00,600.0,49.064,2.382,72.0,374.406,2246.511,13.479,interpolated_between_trip_triggers
VIN008_20260213T160000Z_0004,VIN008,0,start,2026-02-13T16:00:00+00:00,0.0,49.049,2.372,70.0,0.0,0.0,0.0,interpolated_between_trip_triggers
VIN008_20260213T160000Z_0004,VIN008,1,trajectory,2026-02-13T16:02:45+00:00,165.0,49.0515,2.37625,70.5,416.183,416.183,9.08,interpolated_between_trip_triggers
VIN008_20260213T160000Z_0004,VIN008,2,trajectory,2026-02-13T16:05:30+00:00,330.0,49.054,2.3805,71.0,416.171,832.353,9.08,interpolated_between_trip_triggers
VIN008_20260213T160000Z_0004,VIN008,3,trajectory,2026-02-13T16:08:15+00:00,495.0,49.0565,2.38475,71.5,416.159,1248.513,9.08,interpolated_between_trip_triggers
VIN008_20260213T160000Z_0004,VIN008,4,destination,2026-02-13T16:11:00+00:00,660.0,49.059,2.389,72.0,416.148,1664.661,9.08,interpolated_between_trip_triggers
VIN008_20260213T190000Z_0005,VIN008,0,start,2026-02-13T19:00:00+00:00,0.0,49.052,2.376,70.0,0.0,0.0,0.0,interpolated_between_trip_triggers
VIN008_20260213T190000Z_0005,VIN008,1,trajectory,2026-02-13T19:02:24+00:00,144.0,49.0548,2.3776,70.4,332.462,332.462,8.312,interpolated_between_trip_triggers
VIN008_20260213T190000Z_0005,VIN008,2,trajectory,2026-02-13T19:04:48+00:00,288.0,49.0576,2.3792,70.8,332.46,664.922,8.311,interpolated_between_trip_triggers
VIN008_20260213T190000Z_0005,VIN008,3,trajectory,2026-02-13T19:07:12+00:00,432.0,49.0604,2.3808,71.2,332.457,997.379,8.311,interpolated_between_trip_triggers
VIN008_20260213T190000Z_0005,VIN008,4,trajectory,2026-02-13T19:09:36+00:00,576.0,49.0632,2.3824,71.6,332.455,1329.834,8.311,interpolated_between_trip_triggers
VIN008_20260213T190000Z_0005,VIN008,5,destination,2026-02-13T19:12:00+00:00,720.0,49.066,2.384,72.0,332.453,1662.287,8.311,interpolated_between_trip_triggers
VIN009_20260213T070000Z_0001,VIN009,0,start,2026-02-13T07:00:00+00:00,0.0,49.07,2.38,70.0,0.0,0.0,0.0,interpolated_between_trip_triggers
VIN009_20260213T070000Z_0001,VIN009,1,trajectory,2026-02-13T07:02:00+00:00,120.0,49.0725,2.382,70.5,313.852,313.852,9.416,interpolated_between_trip_triggers
VIN009_20260213T070000Z_0001,VIN009,2,trajectory,2026-02-13T07:04:00+00:00,240.0,49.075,2.384,71.0,313.849,627.702,9.415,interpolated_between_trip_triggers
VIN009_20260213T070000Z_0001,VIN009,3,trajectory,2026-02-13T07:06:00+00:00,360.0,49.0775,2.386,71.5,313.846,941.547,9.415,interpolated_between_trip_triggers
VIN009_20260213T070000Z_0001,VIN009,4,destination,2026-02-13T07:08:00+00:00,480.0,49.08,2.388,72.0,313.842,1255.39,9.415,interpolated_between_trip_triggers
VIN009_20260213T100000Z_0002,VIN009,0,start,2026-02-13T10:00:00+00:00,0.0,49.073,2.384,70.0,0.0,0.0,0.0,interpolated_between_trip_triggers
VIN009_20260213T100000Z_0002,VIN009,1,trajectory,2026-02-13T10:01:48+00:00,108.0,49.0758,2.3862,70.4,350.167,350.167,11.672,interpolated_between_trip_triggers
VIN009_20260213T100000Z_0002,VIN009,2,trajectory,2026-02-13T10:03:36+00:00,216.0,49.0786,2.3884,70.8,350.163,700.33,11.672,interpolated_between_trip_triggers
VIN009_20260213T100000Z_0002,VIN009,3,trajectory,2026-02-13T10:05:24+00:00,324.0,49.0814,2.3906,71.2,350.159,1050.489,11.672,interpolated_between_trip_triggers
VIN009_20260213T100000Z_0002,VIN009,4,trajectory,2026-02-13T10:07:12+00:00,432.0,49.0842,2.3928,71.6,350.155,1400.643,11.672,interpolated_between_trip_triggers
VIN009_20260213T100000Z_0002,VIN009,5,destination,2026-02-13T10:09:00+00:00,540.0,49.087,2.395,72.0,350.151,1750.794,11.672,interpolated_between_trip_triggers
VIN009_20260213T130000Z_0003,VIN009,0,start,2026-02-13T13:00:00+00:00,0.0,49.076,2.388,70.0,0.0,0.0,0.0,interpolated_between_trip_triggers
VIN009_20260213T130000Z_0003,VIN009,1,trajectory,2026-02-13T13:01:40+00:00,100.0,49.079,2.3903333,70.3,374.383,374.383,13.478,interpolated_between_trip_triggers
VIN009_20260213T130000Z_0003,VIN009,2,trajectory,2026-02-13T13:03:20+00:00,200.0,49.082,2.3926667,70.7,374.381,748.764,13.478,interpolated_between_trip_triggers
VIN009_20260213T130000Z_0003,VIN009,3,trajectory,2026-02-13T13:05:00+00:00,300.0,49.085,2.395,71.0,374.373,1123.137,13.477,interpolated_between_trip_triggers
VIN009_20260213T130000Z_0003,VIN009,4,trajectory,2026-02-13T13:06:40+00:00,400.0,49.088,2.3973333,71.3,374.369,1497.505,13.477,interpolated_between_trip_triggers
VIN009_20260213T130000Z_0003,VIN009,5,trajectory,2026-02-13T13:08:20+00:00,500.0,49.091,2.3996667,71.7,374.367,1871.873,13.477,interpolated_between_trip_triggers
VIN009_20260213T130000Z_0003,VIN009,6,destination,2026-02-13T13:10:00+00:00,600.0,49.094,2.402,72.0,374.359,2246.232,13.477,interpolated_between_trip_triggers
VIN009_20260213T160000Z_0004,VIN009,0,start,2026-02-13T16:00:00+00:00,0.0,49.079,2.392,70.0,0.0,0.0,0.0,interpolated_between_trip_triggers
VIN009_20260213T160000Z_0004,VIN009,1,trajectory,2026-02-13T16:02:45+00:00,165.0,49.0815,2.39625,70.5,416.043,416.043,9.077,interpolated_between_trip_triggers
VIN009_20260213T160000Z_0004,VIN009,2,trajectory,2026-02-13T16:05:30+00:00,330.0,49.084,2.4005,71.0,416.032,832.075,9.077,interpolated_between_trip_triggers
VIN009_20260213T160000Z_0004,VIN009,3,trajectory,2026-02-13T16:08:15+00:00,495.0,49.0865,2.40475,71.5,416.02,1248.095,9.077,interpolated_between_trip_triggers
VIN009_20260213T160000Z_0004,VIN009,4,destination,2026-02-13T16:11:00+00:00,660.0,49.089,2.409,72.0,416.009,1664.104,9.077,interpolated_between_trip_triggers
VIN009_20260213T190000Z_0005,VIN009,0,start,2026-02-13T19:00:00+00:00,0.0,49.082,2.396,70.0,0.0,0.0,0.0,interpolated_between_trip_triggers
VIN009_20260213T190000Z_0005,VIN009,1,trajectory,2026-02-13T19:02:24+00:00,144.0,49.0848,2.3976,70.4,332.437,332.437,8.311,interpolated_between_trip_triggers
VIN009_20260213T190000Z_0005,VIN009,2,trajectory,2026-02-13T19:04:48+00:00,288.0,49.0876,2.3992,70.8,332.435,664.872,8.311,interpolated_between_trip_triggers
VIN009_20260213T190000Z_0005,VIN009,3,trajectory,2026-02-13T19:07:12+00:00,432.0,49.0904,2.4008,71.2,332.433,997.305,8.311,interpolated_between_trip_triggers
VIN009_20260213T190000Z_0005,VIN009,4,trajectory,2026-02-13T19:09:36+00:00,576.0,49.0932,2.4024,71.6,332.43,1329.736,8.311,interpolated_between_trip_triggers
VIN009_20260213T190000Z_0005,VIN009,5,destination,2026-02-13T19:12:00+00:00,720.0,49.096,2.404,72.0,332.428,1662.164,8.311,interpolated_between_trip_triggers
VIN010_20260213T070000Z_0001,VIN010,0,start,2026-02-13T07:00:00+00:00,0.0,49.1,2.4,70.0,0.0,0.0,0.0,interpolated_between_trip_triggers
VIN010_20260213T070000Z_0001,VIN010,1,trajectory,2026-02-13T07:02:00+00:00,120.0,49.1025,2.402,70.5,313.812,313.812,9.414,interpolated_between_trip_triggers
VIN010_20260213T070000Z_0001,VIN010,2,trajectory,2026-02-13T07:04:00+00:00,240.0,49.105,2.404,71.0,313.808,627.62,9.414,interpolated_between_trip_triggers
VIN010_20260213T070000Z_0001,VIN010,3,trajectory,2026-02-13T07:06:00+00:00,360.0,49.1075,2.406,71.5,313.805,941.425,9.414,interpolated_between_trip_triggers
VIN010_20260213T070000Z_0001,VIN010,4,destination,2026-02-13T07:08:00+00:00,480.0,49.11,2.408,72.0,313.801,1255.226,9.414,interpolated_between_trip_triggers
VIN010_20260213T100000Z_0002,VIN010,0,start,2026-02-13T10:00:00+00:00,0.0,49.103,2.404,70.0,0.0,0.0,0.0,interpolated_between_trip_triggers
VIN010_20260213T100000Z_0002,VIN010,1,trajectory,2026-02-13T10:01:48+00:00,108.0,49.1058,2.4062,70.4,350.123,350.123,11.671,interpolated_between_trip_triggers
VIN010_20260213T100000Z_0002,VIN010,2,trajectory,2026-02-13T10:03:36+00:00,216.0,49.1086,2.4084,70.8,350.119,700.241,11.671,interpolated_between_trip_triggers
VIN010_20260213T100000Z_0002,VIN010,3,trajectory,2026-02-13T10:05:24+00:00,324.0,49.1114,2.4106,71.2,350.114,1050.356,11.67,interpolated_between_trip_triggers
VIN010_20260213T100000Z_0002,VIN010,4,trajectory,2026-02-13T10:07:12+00:00,432.0,49.1142,2.4128,71.6,350.11,1400.466,11.67,interpolated_between_trip_triggers
VIN010_20260213T100000Z_0002,VIN010,5,destination,2026-02-13T10:09:00+00:00,540.0,49.117,2.415,72.0,350.106,1750.572,11.67,interpolated_between_trip_triggers
VIN010_20260213T130000Z_0003,VIN010,0,start,2026-02-13T13:00:00+00:00,0.0,49.106,2.408,70.0,0.0,0.0,0.0,interpolated_between_trip_triggers
VIN010_20260213T130000Z_0003,VIN010,1,trajectory,2026-02-13T13:01:40+00:00,100.0,49.109,2.4103333,70.3,374.336,374.336,13.476,interpolated_between_trip_triggers
VIN010_20260213T130000Z_0003,VIN010,2,trajectory,2026-02-13T13:03:20+00:00,200.0,49.112,2.4126667,70.7,374.335,748.671,13.476,interpolated_between_trip_triggers
VIN010_20260213T130000Z_0003,VIN010,3,trajectory,2026-02-13T13:05:00+00:00,300.0,49.115,2.415,71.0,374.327,1122.997,13.476,interpolated_between_trip_triggers
VIN010_20260213T130000Z_0003,VIN010,4,trajectory,2026-02-13T13:06:40+00:00,400.0,49.118,2.4173333,71.3,374.322,1497.319,13.476,interpolated_between_trip_triggers
VIN010_20260213T130000Z_0003,VIN010,5,trajectory,2026-02-13T13:08:20+00:00,500.0,49.121,2.4196667,71.7,374.321,1871.64,13.476,interpolated_between_trip_triggers
VIN010_20260213T130000Z_0003,VIN010,6,destination,2026-02-13T13:10:00+00:00,600.0,49.124,2.422,72.0,374.313,2245.952,13.475,interpolated_between_trip_triggers
VIN010_20260213T160000Z_0004,VIN010,0,start,2026-02-13T16:00:00+00:00,0.0,49.109,2.412,70.0,0.0,0.0,0.0,interpolated_between_trip_triggers
VIN010_20260213T160000Z_0004,VIN010,1,trajectory,2026-02-13T16:02:45+00:00,165.0,49.1115,2.41625,70.5,415.904,415.904,9.074,interpolated_between_trip_triggers
VIN010_20260213T160000Z_0004,VIN010,2,trajectory,2026-02-13T16:05:30+00:00,330.0,49.114,2.4205,71.0,415.893,831.797,9.074,interpolated_between_trip_triggers
VIN010_20260213T160000Z_0004,VIN010,3,trajectory,2026-02-13T16:08:15+00:00,495.0,49.1165,2.42475,71.5,415.881,1247.678,9.074,interpolated_between_trip_triggers
VIN010_20260213T160000Z_0004,VIN010,4,destination,2026-02-13T16:11:00+00:00,660.0,49.119,2.429,72.0,415.87,1663.548,9.074,interpolated_between_trip_triggers
