_raw_row_id,vin,trigger,signal,scalar,series,timestamp,ingestion_timestamp,fuel,hyb,model
146,VIN003,Vehicle/Trigger/StartOfJourney,lastKnownLocationAltitude,70.0,,2026-02-13 10:00:00+00:00,2026-02-13 10:00:01+00:00,electric,bev,fixture
144,VIN003,Vehicle/Trigger/StartOfJourney,locationLatitude,48.893,,2026-02-13 10:00:00+00:00,2026-02-13 10:00:01+00:00,electric,bev,fixture
145,VIN003,Vehicle/Trigger/StartOfJourney,locationLongitude,2.264,,2026-02-13 10:00:00+00:00,2026-02-13 10:00:01+00:00,electric,bev,fixture
152,VIN003,UCD/Sent/Trigger/Trg_periodic_5_seconds,lastKnownLocationAltitude,,"[70.0, 70.4, 70.8, 71.2, 71.6, 72.0]",2026-02-13 10:09:00+00:00,2026-02-13 10:09:01+00:00,electric,bev,fixture
150,VIN003,UCD/Sent/Trigger/Trg_periodic_5_seconds,locationLatitude,,"[48.893, 48.8958, 48.8986, 48.9014, 48.9042, 48.907]",2026-02-13 10:09:00+00:00,2026-02-13 10:09:01+00:00,electric,bev,fixture
151,VIN003,UCD/Sent/Trigger/Trg_periodic_5_seconds,locationLongitude,,"[2.264, 2.2662, 2.2684, 2.2706, 2.2728, 2.275]",2026-02-13 10:09:00+00:00,2026-02-13 10:09:01+00:00,electric,bev,fixture
149,VIN003,Vehicle/Trigger/EndOfJourney,lastKnownLocationAltitude,72.0,,2026-02-13 10:09:00+00:00,2026-02-13 10:09:01+00:00,electric,bev,fixture
147,VIN003,Vehicle/Trigger/EndOfJourney,locationLatitude,48.907,,2026-02-13 10:09:00+00:00,2026-02-13 10:09:01+00:00,electric,bev,fixture
148,VIN003,Vehicle/Trigger/EndOfJourney,locationLongitude,2.275,,2026-02-13 10:09:00+00:00,2026-02-13 10:09:01+00:00,electric,bev,fixture
155,VIN003,Vehicle/Trigger/StartOfJourney,lastKnownLocationAltitude,70.0,,2026-02-13 13:00:00+00:00,2026-02-13 13:00:01+00:00,electric,bev,fixture
153,VIN003,Vehicle/Trigger/StartOfJourney,locationLatitude,48.896,,2026-02-13 13:00:00+00:00,2026-02-13 13:00:01+00:00,electric,bev,fixture
154,VIN003,Vehicle/Trigger/StartOfJourney,locationLongitude,2.268,,2026-02-13 13:00:00+00:00,2026-02-13 13:00:01+00:00,electric,bev,fixture
161,VIN003,UCD/Sent/Trigger/Trg_periodic_5_seconds,lastKnownLocationAltitude,,"[70.0, 70.3, 70.7, 71.0, 71.3, 71.7, 72.0]",2026-02-13 13:10:00+00:00,2026-02-13 13:10:01+00:00,electric,bev,fixture
159,VIN003,UCD/Sent/Trigger/Trg_periodic_5_seconds,locationLatitude,,"[48.896, 48.899, 48.902, 48.905, 48.908, 48.911, 48.914]",2026-02-13 13:10:00+00:00,2026-02-13 13:10:01+00:00,electric,bev,fixture
160,VIN003,UCD/Sent/Trigger/Trg_periodic_5_seconds,locationLongitude,,"[2.268, 2.2703333, 2.2726667, 2.275, 2.2773333, 2.2796667, 2.282]",2026-02-13 13:10:00+00:00,2026-02-13 13:10:01+00:00,electric,bev,fixture
158,VIN003,Vehicle/Trigger/EndOfJourney,lastKnownLocationAltitude,72.0,,2026-02-13 13:10:00+00:00,2026-02-13 13:10:01+00:00,electric,bev,fixture
156,VIN003,Vehicle/Trigger/EndOfJourney,locationLatitude,48.914,,2026-02-13 13:10:00+00:00,2026-02-13 13:10:01+00:00,electric,bev,fixture
157,VIN003,Vehicle/Trigger/EndOfJourney,locationLongitude,2.282,,2026-02-13 13:10:00+00:00,2026-02-13 13:10:01+00:00,electric,bev,fixture
164,VIN003,Vehicle/Trigger/StartOfJourney,lastKnownLocationAltitude,70.0,,2026-02-13 16:00:00+00:00,2026-02-13 16:00:01+00:00,electric,bev,fixture
162,VIN003,Vehicle/Trigger/StartOfJourney,locationLatitude,48.899,,2026-02-13 16:00:00+00:00,2026-02-13 16:00:01+00:00,electric,bev,fixture
163,VIN003,Vehicle/Trigger/StartOfJourney,locationLongitude,2.272,,2026-02-13 16:00:00+00:00,2026-02-13 16:00:01+00:00,electric,bev,fixture
170,VIN003,UCD/Sent/Trigger/Trg_periodic_5_seconds,lastKnownLocationAltitude,,"[70.0, 70.5, 71.0, 71.5, 72.0]",2026-02-13 16:11:00+00:00,2026-02-13 16:11:01+00:00,electric,bev,fixture
168,VIN003,UCD/Sent/Trigger/Trg_periodic_5_seconds,locationLatitude,,"[48.899, 48.9015, 48.904, 48.9065, 48.909]",2026-02-13 16:11:00+00:00,2026-02-13 16:11:01+00:00,electric,bev,fixture
169,VIN003,UCD/Sent/Trigger/Trg_periodic_5_seconds,locationLongitude,,"[2.272, 2.27625, 2.2805, 2.28475, 2.289]",2026-02-13 16:11:00+00:00,2026-02-13 16:11:01+00:00,electric,bev,fixture
167,VIN003,Vehicle/Trigger/EndOfJourney,lastKnownLocationAltitude,72.0,,2026-02-13 16:11:00+00:00,2026-02-13 16:11:01+00:00,electric,bev,fixture
165,VIN003,Vehicle/Trigger/EndOfJourney,locationLatitude,48.909,,2026-02-13 16:11:00+00:00,2026-02-13 16:11:01+00:00,electric,bev,fixture
166,VIN003,Vehicle/Trigger/EndOfJourney,locationLongitude,2.289,,2026-02-13 16:11:00+00:00,2026-02-13 16:11:01+00:00,electric,bev,fixture
173,VIN003,Vehicle/Trigger/StartOfJourney,lastKnownLocationAltitude,70.0,,2026-02-13 19:00:00+00:00,2026-02-13 19:00:01+00:00,electric,bev,fixture
171,VIN003,Vehicle/Trigger/StartOfJourney,locationLatitude,48.902,,2026-02-13 19:00:00+00:00,2026-02-13 19:00:01+00:00,electric,bev,fixture
172,VIN003,Vehicle/Trigger/StartOfJourney,locationLongitude,2.276,,2026-02-13 19:00:00+00:00,2026-02-13 19:00:01+00:00,electric,bev,fixture
179,VIN003,UCD/Sent/Trigger/Trg_periodic_5_seconds,lastKnownLocationAltitude,,"[70.0, 70.4, 70.8, 71.2, 71.6, 72.0]",2026-02-13 19:12:00+00:00,2026-02-13 19:12:01+00:00,electric,bev,fixture
177,VIN003,UCD/Sent/Trigger/Trg_periodic_5_seconds,locationLatitude,,"[48.902, 48.9048, 48.9076, 48.9104, 48.9132, 48.916]",2026-02-13 19:12:00+00:00,2026-02-13 19:12:01+00:00,electric,bev,fixture
178,VIN003,UCD/Sent/Trigger/Trg_periodic_5_seconds,locationLongitude,,"[2.276, 2.2776, 2.2792, 2.2808, 2.2824, 2.284]",2026-02-13 19:12:00+00:00,2026-02-13 19:12:01+00:00,electric,bev,fixture
176,VIN003,Vehicle/Trigger/EndOfJourney,lastKnownLocationAltitude,72.0,,2026-02-13 19:12:00+00:00,2026-02-13 19:12:01+00:00,electric,bev,fixture
174,VIN003,Vehicle/Trigger/EndOfJourney,locationLatitude,48.916,,2026-02-13 19:12:00+00:00,2026-02-13 19:12:01+00:00,electric,bev,fixture
175,VIN003,Vehicle/Trigger/EndOfJourney,locationLongitude,2.284,,2026-02-13 19:12:00+00:00,2026-02-13 19:12:01+00:00,electric,bev,fixture
182,VIN004,Vehicle/Trigger/StartOfJourney,lastKnownLocationAltitude,70.0,,2026-02-13 07:00:00+00:00,2026-02-13 07:00:01+00:00,electric,bev,fixture
180,VIN004,Vehicle/Trigger/StartOfJourney,locationLatitude,48.92,,2026-02-13 07:00:00+00:00,2026-02-13 07:00:01+00:00,electric,bev,fixture
181,VIN004,Vehicle/Trigger/StartOfJourney,locationLongitude,2.28,,2026-02-13 07:00:00+00:00,2026-02-13 07:00:01+00:00,electric,bev,fixture
188,VIN004,UCD/Sent/Trigger/Trg_periodic_5_seconds,lastKnownLocationAltitude,,"[70.0, 70.5, 71.0, 71.5, 72.0]",2026-02-13 07:08:00+00:00,2026-02-13 07:08:01+00:00,electric,bev,fixture
186,VIN004,UCD/Sent/Trigger/Trg_periodic_5_seconds,locationLatitude,,"[48.92, 48.9225, 48.925, 48.9275, 48.93]",2026-02-13 07:08:00+00:00,2026-02-13 07:08:01+00:00,electric,bev,fixture
187,VIN004,UCD/Sent/Trigger/Trg_periodic_5_seconds,locationLongitude,,"[2.28, 2.282, 2.284, 2.286, 2.288]",2026-02-13 07:08:00+00:00,2026-02-13 07:08:01+00:00,electric,bev,fixture
185,VIN004,Vehicle/Trigger/EndOfJourney,lastKnownLocationAltitude,72.0,,2026-02-13 07:08:00+00:00,2026-02-13 07:08:01+00:00,electric,bev,fixture
183,VIN004,Vehicle/Trigger/EndOfJourney,locationLatitude,48.93,,2026-02-13 07:08:00+00:00,2026-02-13 07:08:01+00:00,electric,bev,fixture
184,VIN004,Vehicle/Trigger/EndOfJourney,locationLongitude,2.288,,2026-02-13 07:08:00+00:00,2026-02-13 07:08:01+00:00,electric,bev,fixture
191,VIN004,Vehicle/Trigger/StartOfJourney,lastKnownLocationAltitude,70.0,,2026-02-13 10:00:00+00:00,2026-02-13 10:00:01+00:00,electric,bev,fixture
189,VIN004,Vehicle/Trigger/StartOfJourney,locationLatitude,48.923,,2026-02-13 10:00:00+00:00,2026-02-13 10:00:01+00:00,electric,bev,fixture
190,VIN004,Vehicle/Trigger/StartOfJourney,locationLongitude,2.284,,2026-02-13 10:00:00+00:00,2026-02-13 10:00:01+00:00,electric,bev,fixture
197,VIN004,UCD/Sent/Trigger/Trg_periodic_5_seconds,lastKnownLocationAltitude,,"[70.0, 70.4, 70.8, 71.2, 71.6, 72.0]",2026-02-13 10:09:00+00:00,2026-02-13 10:09:01+00:00,electric,bev,fixture
195,VIN004,UCD/Sent/Trigger/Trg_periodic_5_seconds,locationLatitude,,"[48.923, 48.9258, 48.9286, 48.9314, 48.9342, 48.937]",2026-02-13 10:09:00+00:00,2026-02-13 10:09:01+00:00,electric,bev,fixture
196,VIN004,UCD/Sent/Trigger/Trg_periodic_5_seconds,locationLongitude,,"[2.284, 2.2862, 2.2884, 2.2906, 2.2928, 2.295]",2026-02-13 10:09:00+00:00,2026-02-13 10:09:01+00:00,electric,bev,fixture
194,VIN004,Vehicle/Trigger/EndOfJourney,lastKnownLocationAltitude,72.0,,2026-02-13 10:09:00+00:00,2026-02-13 10:09:01+00:00,electric,bev,fixture
192,VIN004,Vehicle/Trigger/EndOfJourney,locationLatitude,48.937,,2026-02-13 10:09:00+00:00,2026-02-13 10:09:01+00:00,electric,bev,fixture
193,VIN004,Vehicle/Trigger/EndOfJourney,locationLongitude,2.295,,2026-02-13 10:09:00+00:00,2026-02-13 10:09:01+00:00,electric,bev,fixture
200,VIN004,Vehicle/Trigger/StartOfJourney,lastKnownLocationAltitude,70.0,,2026-02-13 13:00:00+00:00,2026-02-13 13:00:01+00:00,electric,bev,fixture
198,VIN004,Vehicle/Trigger/StartOfJourney,locationLatitude,48.926,,2026-02-13 13:00:00+00:00,2026-02-13 13:00:01+00:00,electric,bev,fixture
199,VIN004,Vehicle/Trigger/StartOfJourney,locationLongitude,2.288,,2026-02-13 13:00:00+00:00,2026-02-13 13:00:01+00:00,electric,bev,fixture
206,VIN004,UCD/Sent/Trigger/Trg_periodic_5_seconds,lastKnownLocationAltitude,,"[70.0, 70.3, 70.7, 71.0, 71.3, 71.7, 72.0]",2026-02-13 13:10:00+00:00,2026-02-13 13:10:01+00:00,electric,bev,fixture
204,VIN004,UCD/Sent/Trigger/Trg_periodic_5_seconds,locationLatitude,,"[48.926, 48.929, 48.932, 48.935, 48.938, 48.941, 48.944]",2026-02-13 13:10:00+00:00,2026-02-13 13:10:01+00:00,electric,bev,fixture
205,VIN004,UCD/Sent/Trigger/Trg_periodic_5_seconds,locationLongitude,,"[2.288, 2.2903333, 2.2926667, 2.295, 2.2973333, 2.2996667, 2.302]",2026-02-13 13:10:00+00:00,2026-02-13 13:10:01+00:00,electric,bev,fixture
203,VIN004,Vehicle/Trigger/EndOfJourney,lastKnownLocationAltitude,72.0,,2026-02-13 13:10:00+00:00,2026-02-13 13:10:01+00:00,electric,bev,fixture
201,VIN004,Vehicle/Trigger/EndOfJourney,locationLatitude,48.944,,2026-02-13 13:10:00+00:00,2026-02-13 13:10:01+00:00,electric,bev,fixture
202,VIN004,Vehicle/Trigger/EndOfJourney,locationLongitude,2.302,,2026-02-13 13:10:00+00:00,2026-02-13 13:10:01+00:00,electric,bev,fixture
209,VIN004,Vehicle/Trigger/StartOfJourney,lastKnownLocationAltitude,70.0,,2026-02-13 16:00:00+00:00,2026-02-13 16:00:01+00:00,electric,bev,fixture
207,VIN004,Vehicle/Trigger/StartOfJourney,locationLatitude,48.929,,2026-02-13 16:00:00+00:00,2026-02-13 16:00:01+00:00,electric,bev,fixture
208,VIN004,Vehicle/Trigger/StartOfJourney,locationLongitude,2.292,,2026-02-13 16:00:00+00:00,2026-02-13 16:00:01+00:00,electric,bev,fixture
215,VIN004,UCD/Sent/Trigger/Trg_periodic_5_seconds,lastKnownLocationAltitude,,"[70.0, 70.5, 71.0, 71.5, 72.0]",2026-02-13 16:11:00+00:00,2026-02-13 16:11:01+00:00,electric,bev,fixture
213,VIN004,UCD/Sent/Trigger/Trg_periodic_5_seconds,locationLatitude,,"[48.929, 48.9315, 48.934, 48.9365, 48.939]",2026-02-13 16:11:00+00:00,2026-02-13 16:11:01+00:00,electric,bev,fixture
214,VIN004,UCD/Sent/Trigger/Trg_periodic_5_seconds,locationLongitude,,"[2.292, 2.29625, 2.3005, 2.30475, 2.309]",2026-02-13 16:11:00+00:00,2026-02-13 16:11:01+00:00,electric,bev,fixture
212,VIN004,Vehicle/Trigger/EndOfJourney,lastKnownLocationAltitude,72.0,,2026-02-13 16:11:00+00:00,2026-02-13 16:11:01+00:00,electric,bev,fixture
210,VIN004,Vehicle/Trigger/EndOfJourney,locationLatitude,48.939,,2026-02-13 16:11:00+00:00,2026-02-13 16:11:01+00:00,electric,bev,fixture
211,VIN004,Vehicle/Trigger/EndOfJourney,locationLongitude,2.309,,2026-02-13 16:11:00+00:00,2026-02-13 16:11:01+00:00,electric,bev,fixture
218,VIN004,Vehicle/Trigger/StartOfJourney,lastKnownLocationAltitude,70.0,,2026-02-13 19:00:00+00:00,2026-02-13 19:00:01+00:00,electric,bev,fixture
216,VIN004,Vehicle/Trigger/StartOfJourney,locationLatitude,48.932,,2026-02-13 19:00:00+00:00,2026-02-13 19:00:01+00:00,electric,bev,fixture
217,VIN004,Vehicle/Trigger/StartOfJourney,locationLongitude,2.296,,2026-02-13 19:00:00+00:00,2026-02-13 19:00:01+00:00,electric,bev,fixture
224,VIN004,UCD/Sent/Trigger/Trg_periodic_5_seconds,lastKnownLocationAltitude,,"[70.0, 70.4, 70.8, 71.2, 71.6, 72.0]",2026-02-13 19:12:00+00:00,2026-02-13 19:12:01+00:00,electric,bev,fixture
222,VIN004,UCD/Sent/Trigger/Trg_periodic_5_seconds,locationLatitude,,"[48.932, 48.9348, 48.9376, 48.9404, 48.9432, 48.946]",2026-02-13 19:12:00+00:00,2026-02-13 19:12:01+00:00,electric,bev,fixture
223,VIN004,UCD/Sent/Trigger/Trg_periodic_5_seconds,locationLongitude,,"[2.296, 2.2976, 2.2992, 2.3008, 2.3024, 2.304]",2026-02-13 19:12:00+00:00,2026-02-13 19:12:01+00:00,electric,bev,fixture
221,VIN004,Vehicle/Trigger/EndOfJourney,lastKnownLocationAltitude,72.0,,2026-02-13 19:12:00+00:00,2026-02-13 19:12:01+00:00,electric,bev,fixture
219,VIN004,Vehicle/Trigger/EndOfJourney,locationLatitude,48.946,,2026-02-13 19:12:00+00:00,2026-02-13 19:12:01+00:00,electric,bev,fixture
220,VIN004,Vehicle/Trigger/EndOfJourney,locationLongitude,2.304,,2026-02-13 19:12:00+00:00,2026-02-13 19:12:01+00:00,electric,bev,fixture
227,VIN005,Vehicle/Trigger/StartOfJourney,lastKnownLocationAltitude,70.0,,2026-02-13 07:00:00+00:00,2026-02-13 07:00:01+00:00,electric,bev,fixture
225,VIN005,Vehicle/Trigger/StartOfJourney,locationLatitude,48.95,,2026-02-13 07:00:00+00:00,2026-02-13 07:00:01+00:00,electric,bev,fixture
226,VIN005,Vehicle/Trigger/StartOfJourney,locationLongitude,2.3,,2026-02-13 07:00:00+00:00,2026-02-13 07:00:01+00:00,electric,bev,fixture
233,VIN005,UCD/Sent/Trigger/Trg_periodic_5_seconds,lastKnownLocationAltitude,,"[70.0, 70.5, 71.0, 71.5, 72.0]",2026-02-13 07:08:00+00:00,2026-02-13 07:08:01+00:00,electric,bev,fixture
231,VIN005,UCD/Sent/Trigger/Trg_periodic_5_seconds,locationLatitude,,"[48.95, 48.9525, 48.955, 48.9575, 48.96]",2026-02-13 07:08:00+00:00,2026-02-13 07:08:01+00:00,electric,bev,fixture
232,VIN005,UCD/Sent/Trigger/Trg_periodic_5_seconds,locationLongitude,,"[2.3, 2.302, 2.304, 2.306, 2.308]",2026-02-13 07:08:00+00:00,2026-02-13 07:08:01+00:00,electric,bev,fixture
230,VIN005,Vehicle/Trigger/EndOfJourney,lastKnownLocationAltitude,72.0,,2026-02-13 07:08:00+00:00,2026-02-13 07:08:01+00:00,electric,bev,fixture
228,VIN005,Vehicle/Trigger/EndOfJourney,locationLatitude,48.96,,2026-02-13 07:08:00+00:00,2026-02-13 07:08:01+00:00,electric,bev,fixture
229,VIN005,Vehicle/Trigger/EndOfJourney,locationLongitude,2.308,,2026-02-13 07:08:00+00:00,2026-02-13 07:08:01+00:00,electric,bev,fixture
236,VIN005,Vehicle/Trigger/StartOfJourney,lastKnownLocationAltitude,70.0,,2026-02-13 10:00:00+00:00,2026-02-13 10:00:01+00:00,electric,bev,fixture
234,VIN005,Vehicle/Trigger/StartOfJourney,locationLatitude,48.953,,2026-02-13 10:00:00+00:00,2026-02-13 10:00:01+00:00,electric,bev,fixture
235,VIN005,Vehicle/Trigger/StartOfJourney,locationLongitude,2.304,,2026-02-13 10:00:00+00:00,2026-02-13 10:00:01+00:00,electric,bev,fixture
242,VIN005,UCD/Sent/Trigger/Trg_periodic_5_seconds,lastKnownLocationAltitude,,"[70.0, 70.4, 70.8, 71.2, 71.6, 72.0]",2026-02-13 10:09:00+00:00,2026-02-13 10:09:01+00:00,electric,bev,fixture
240,VIN005,UCD/Sent/Trigger/Trg_periodic_5_seconds,locationLatitude,,"[48.953, 48.9558, 48.9586, 48.9614, 48.9642, 48.967]",2026-02-13 10:09:00+00:00,2026-02-13 10:09:01+00:00,electric,bev,fixture
241,VIN005,UCD/Sent/Trigger/Trg_periodic_5_seconds,locationLongitude,,"[2.304, 2.3062, 2.3084, 2.3106, 2.3128, 2.315]",2026-02-13 10:09:00+00:00,2026-02-13 10:09:01+00:00,electric,bev,fixture
239,VIN005,Vehicle/Trigger/EndOfJourney,lastKnownLocationAltitude,72.0,,2026-02-13 10:09:00+00:00,2026-02-13 10:09:01+00:00,electric,bev,fixture
237,VIN005,Vehicle/Trigger/EndOfJourney,locationLatitude,48.967,,2026-02-13 10:09:00+00:00,2026-02-13 10:09:01+00:00,electric,bev,fixture
238,VIN005,Vehicle/Trigger/EndOfJourney,locationLongitude,2.315,,2026-02-13 10:09:00+00:00,2026-02-13 10:09:01+00:00,electric,bev,fixture
245,VIN005,Vehicle/Trigger/StartOfJourney,lastKnownLocationAltitude,70.0,,2026-02-13 13:00:00+00:00,2026-02-13 13:00:01+00:00,electric,bev,fixture
243,VIN005,Vehicle/Trigger/StartOfJourney,locationLatitude,48.956,,2026-02-13 13:00:00+00:00,2026-02-13 13:00:01+00:00,electric,bev,fixture
244,VIN005,Vehicle/Trigger/StartOfJourney,locationLongitude,2.308,,2026-02-13 13:00:00+00:00,2026-02-13 13:00:01+00:00,electric,bev,fixture
251,VIN005,UCD/Sent/Trigger/Trg_periodic_5_seconds,lastKnownLocationAltitude,,"[70.0, 70.3, 70.7, 71.0, 71.3, 71.7, 72.0]",2026-02-13 13:10:00+00:00,2026-02-13 13:10:01+00:00,electric,bev,fixture
249,VIN005,UCD/Sent/Trigger/Trg_periodic_5_seconds,locationLatitude,,"[48.956, 48.959, 48.962, 48.965, 48.968, 48.971, 48.974]",2026-02-13 13:10:00+00:00,2026-02-13 13:10:01+00:00,electric,bev,fixture
250,VIN005,UCD/Sent/Trigger/Trg_periodic_5_seconds,locationLongitude,,"[2.308, 2.3103333, 2.3126667, 2.315, 2.3173333, 2.3196667, 2.322]",2026-02-13 13:10:00+00:00,2026-02-13 13:10:01+00:00,electric,bev,fixture
248,VIN005,Vehicle/Trigger/EndOfJourney,lastKnownLocationAltitude,72.0,,2026-02-13 13:10:00+00:00,2026-02-13 13:10:01+00:00,electric,bev,fixture
246,VIN005,Vehicle/Trigger/EndOfJourney,locationLatitude,48.974,,2026-02-13 13:10:00+00:00,2026-02-13 13:10:01+00:00,electric,bev,fixture
247,VIN005,Vehicle/Trigger/EndOfJourney,locationLongitude,2.322,,2026-02-13 13:10:00+00:00,2026-02-13 13:10:01+00:00,electric,bev,fixture
254,VIN005,Vehicle/Trigger/StartOfJourney,lastKnownLocationAltitude,70.0,,2026-02-13 16:00:00+00:00,2026-02-13 16:00:01+00:00,electric,bev,fixture
252,VIN005,Vehicle/Trigger/StartOfJourney,locationLatitude,48.959,,2026-02-13 16:00:00+00:00,2026-02-13 16:00:01+00:00,electric,bev,fixture
253,VIN005,Vehicle/Trigger/StartOfJourney,locationLongitude,2.312,,2026-02-13 16:00:00+00:00,2026-02-13 16:00:01+00:00,electric,bev,fixture
260,VIN005,UCD/Sent/Trigger/Trg_periodic_5_seconds,lastKnownLocationAltitude,,"[70.0, 70.5, 71.0, 71.5, 72.0]",2026-02-13 16:11:00+00:00,2026-02-13 16:11:01+00:00,electric,bev,fixture
258,VIN005,UCD/Sent/Trigger/Trg_periodic_5_seconds,locationLatitude,,"[48.959, 48.9615, 48.964, 48.9665, 48.969]",2026-02-13 16:11:00+00:00,2026-02-13 16:11:01+00:00,electric,bev,fixture
259,VIN005,UCD/Sent/Trigger/Trg_periodic_5_seconds,locationLongitude,,"[2.312, 2.31625, 2.3205, 2.32475, 2.329]",2026-02-13 16:11:00+00:00,2026-02-13 16:11:01+00:00,electric,bev,fixture
257,VIN005,Vehicle/Trigger/EndOfJourney,lastKnownLocationAltitude,72.0,,2026-02-13 16:11:00+00:00,2026-02-13 16:11:01+00:00,electric,bev,fixture
255,VIN005,Vehicle/Trigger/EndOfJourney,locationLatitude,48.969,,2026-02-13 16:11:00+00:00,2026-02-13 16:11:01+00:00,electric,bev,fixture
256,VIN005,Vehicle/Trigger/EndOfJourney,locationLongitude,2.329,,2026-02-13 16:11:00+00:00,2026-02-13 16:11:01+00:00,electric,bev,fixture
263,VIN005,Vehicle/Trigger/StartOfJourney,lastKnownLocationAltitude,70.0,,2026-02-13 19:00:00+00:00,2026-02-13 19:00:01+00:00,electric,bev,fixture
261,VIN005,Vehicle/Trigger/StartOfJourney,locationLatitude,48.962,,2026-02-13 19:00:00+00:00,2026-02-13 19:00:01+00:00,electric,bev,fixture
262,VIN005,Vehicle/Trigger/StartOfJourney,locationLongitude,2.316,,2026-02-13 19:00:00+00:00,2026-02-13 19:00:01+00:00,electric,bev,fixture
269,VIN005,UCD/Sent/Trigger/Trg_periodic_5_seconds,lastKnownLocationAltitude,,"[70.0, 70.4, 70.8, 71.2, 71.6, 72.0]",2026-02-13 19:12:00+00:00,2026-02-13 19:12:01+00:00,electric,bev,fixture
267,VIN005,UCD/Sent/Trigger/Trg_periodic_5_seconds,locationLatitude,,"[48.962, 48.9648, 48.9676, 48.9704, 48.9732, 48.976]",2026-02-13 19:12:00+00:00,2026-02-13 19:12:01+00:00,electric,bev,fixture
268,VIN005,UCD/Sent/Trigger/Trg_periodic_5_seconds,locationLongitude,,"[2.316, 2.3176, 2.3192, 2.3208, 2.3224, 2.324]",2026-02-13 19:12:00+00:00,2026-02-13 19:12:01+00:00,electric,bev,fixture
266,VIN005,Vehicle/Trigger/EndOfJourney,lastKnownLocationAltitude,72.0,,2026-02-13 19:12:00+00:00,2026-02-13 19:12:01+00:00,electric,bev,fixture
264,VIN005,Vehicle/Trigger/EndOfJourney,locationLatitude,48.976,,2026-02-13 19:12:00+00:00,2026-02-13 19:12:01+00:00,electric,bev,fixture
265,VIN005,Vehicle/Trigger/EndOfJourney,locationLongitude,2.324,,2026-02-13 19:12:00+00:00,2026-02-13 19:12:01+00:00,electric,bev,fixture
272,VIN006,Vehicle/Trigger/StartOfJourney,lastKnownLocationAltitude,70.0,,2026-02-13 07:00:00+00:00,2026-02-13 07:00:01+00:00,electric,bev,fixture
270,VIN006,Vehicle/Trigger/StartOfJourney,locationLatitude,48.98,,2026-02-13 07:00:00+00:00,2026-02-13 07:00:01+00:00,electric,bev,fixture
271,VIN006,Vehicle/Trigger/StartOfJourney,locationLongitude,2.32,,2026-02-13 07:00:00+00:00,2026-02-13 07:00:01+00:00,electric,bev,fixture
278,VIN006,UCD/Sent/Trigger/Trg_periodic_5_seconds,lastKnownLocationAltitude,,"[70.0, 70.5, 71.0, 71.5, 72.0]",2026-02-13 07:08:00+00:00,2026-02-13 07:08:01+00:00,electric,bev,fixture
276,VIN006,UCD/Sent/Trigger/Trg_periodic_5_seconds,locationLatitude,,"[48.98, 48.9825, 48.985, 48.9875, 48.99]",2026-02-13 07:08:00+00:00,2026-02-13 07:08:01+00:00,electric,bev,fixture
277,VIN006,UCD/Sent/Trigger/Trg_periodic_5_seconds,locationLongitude,,"[2.32, 2.322, 2.324, 2.326, 2.328]",2026-02-13 07:08:00+00:00,2026-02-13 07:08:01+00:00,electric,bev,fixture
275,VIN006,Vehicle/Trigger/EndOfJourney,lastKnownLocationAltitude,72.0,,2026-02-13 07:08:00+00:00,2026-02-13 07:08:01+00:00,electric,bev,fixture
273,VIN006,Vehicle/Trigger/EndOfJourney,locationLatitude,48.99,,2026-02-13 07:08:00+00:00,2026-02-13 07:08:01+00:00,electric,bev,fixture
274,VIN006,Vehicle/Trigger/EndOfJourney,locationLongitude,2.328,,2026-02-13 07:08:00+00:00,2026-02-13 07:08:01+00:00,electric,bev,fixture
281,VIN006,Vehicle/Trigger/StartOfJourney,lastKnownLocationAltitude,70.0,,2026-02-13 10:00:00+00:00,2026-02-13 10:00:01+00:00,electric,bev,fixture
279,VIN006,Vehicle/Trigger/StartOfJourney,locationLatitude,48.983,,2026-02-13 10:00:00+00:00,2026-02-13 10:00:01+00:00,electric,bev,fixture
280,VIN006,Vehicle/Trigger/StartOfJourney,locationLongitude,2.324,,2026-02-13 10:00:00+00:00,2026-02-13 10:00:01+00:00,electric,bev,fixture
287,VIN006,UCD/Sent/Trigger/Trg_periodic_5_seconds,lastKnownLocationAltitude,,"[70.0, 70.4, 70.8, 71.2, 71.6, 72.0]",2026-02-13 10:09:00+00:00,2026-02-13 10:09:01+00:00,electric,bev,fixture
285,VIN006,UCD/Sent/Trigger/Trg_periodic_5_seconds,locationLatitude,,"[48.983, 48.9858, 48.9886, 48.9914, 48.9942, 48.997]",2026-02-13 10:09:00+00:00,2026-02-13 10:09:01+00:00,electric,bev,fixture
286,VIN006,UCD/Sent/Trigger/Trg_periodic_5_seconds,locationLongitude,,"[2.324, 2.3262, 2.3284, 2.3306, 2.3328, 2.335]",2026-02-13 10:09:00+00:00,2026-02-13 10:09:01+00:00,electric,bev,fixture
284,VIN006,Vehicle/Trigger/EndOfJourney,lastKnownLocationAltitude,72.0,,2026-02-13 10:09:00+00:00,2026-02-13 10:09:01+00:00,electric,bev,fixture
282,VIN006,Vehicle/Trigger/EndOfJourney,locationLatitude,48.997,,2026-02-13 10:09:00+00:00,2026-02-13 10:09:01+00:00,electric,bev,fixture
283,VIN006,Vehicle/Trigger/EndOfJourney,locationLongitude,2.335,,2026-02-13 10:09:00+00:00,2026-02-13 10:09:01+00:00,electric,bev,fixture
