vin,triggerOrContext,name,scalarValue,timeSeriesValue,vehicleCollectionTime,inCdpTime,fuel,hyb,model
VIN003,Vehicle/Trigger/StartOfJourney,locationLatitude,48.896,,2026-02-13T13:00:00Z,2026-02-13T13:00:01Z,electric,bev,fixture
VIN003,Vehicle/Trigger/StartOfJourney,locationLongitude,2.268,,2026-02-13T13:00:00Z,2026-02-13T13:00:01Z,electric,bev,fixture
VIN003,Vehicle/Trigger/StartOfJourney,lastKnownLocationAltitude,70.0,,2026-02-13T13:00:00Z,2026-02-13T13:00:01Z,electric,bev,fixture
VIN003,Vehicle/Trigger/EndOfJourney,locationLatitude,48.914,,2026-02-13T13:10:00Z,2026-02-13T13:10:01Z,electric,bev,fixture
VIN003,Vehicle/Trigger/EndOfJourney,locationLongitude,2.282,,2026-02-13T13:10:00Z,2026-02-13T13:10:01Z,electric,bev,fixture
VIN003,Vehicle/Trigger/EndOfJourney,lastKnownLocationAltitude,72.0,,2026-02-13T13:10:00Z,2026-02-13T13:10:01Z,electric,bev,fixture
VIN003,UCD/Sent/Trigger/Trg_periodic_5_seconds,locationLatitude,,"[48.896, 48.899, 48.902, 48.905, 48.908, 48.911, 48.914]",2026-02-13T13:10:00Z,2026-02-13T13:10:01Z,electric,bev,fixture
VIN003,UCD/Sent/Trigger/Trg_periodic_5_seconds,locationLongitude,,"[2.268, 2.2703333, 2.2726667, 2.275, 2.2773333, 2.2796667, 2.282]",2026-02-13T13:10:00Z,2026-02-13T13:10:01Z,electric,bev,fixture
VIN003,UCD/Sent/Trigger/Trg_periodic_5_seconds,lastKnownLocationAltitude,,"[70.0, 70.3, 70.7, 71.0, 71.3, 71.7, 72.0]",2026-02-13T13:10:00Z,2026-02-13T13:10:01Z,electric,bev,fixture
VIN003,Vehicle/Trigger/StartOfJourney,locationLatitude,48.899,,2026-02-13T16:00:00Z,2026-02-13T16:00:01Z,electric,bev,fixture
VIN003,Vehicle/Trigger/StartOfJourney,locationLongitude,2.272,,2026-02-13T16:00:00Z,2026-02-13T16:00:01Z,electric,bev,fixture
VIN003,Vehicle/Trigger/StartOfJourney,lastKnownLocationAltitude,70.0,,2026-02-13T16:00:00Z,2026-02-13T16:00:01Z,electric,bev,fixture
VIN003,Vehicle/Trigger/EndOfJourney,locationLatitude,48.909,,2026-02-13T16:11:00Z,2026-02-13T16:11:01Z,electric,bev,fixture
VIN003,Vehicle/Trigger/EndOfJourney,locationLongitude,2.289,,2026-02-13T16:11:00Z,2026-02-13T16:11:01Z,electric,bev,fixture
VIN003,Vehicle/Trigger/EndOfJourney,lastKnownLocationAltitude,72.0,,2026-02-13T16:11:00Z,2026-02-13T16:11:01Z,electric,bev,fixture
VIN003,UCD/Sent/Trigger/Trg_periodic_5_seconds,locationLatitude,,"[48.899, 48.9015, 48.904, 48.9065, 48.909]",2026-02-13T16:11:00Z,2026-02-13T16:11:01Z,electric,bev,fixture
VIN003,UCD/Sent/Trigger/Trg_periodic_5_seconds,locationLongitude,,"[2.272, 2.27625, 2.2805, 2.28475, 2.289]",2026-02-13T16:11:00Z,2026-02-13T16:11:01Z,electric,bev,fixture
VIN003,UCD/Sent/Trigger/Trg_periodic_5_seconds,lastKnownLocationAltitude,,"[70.0, 70.5, 71.0, 71.5, 72.0]",2026-02-13T16:11:00Z,2026-02-13T16:11:01Z,electric,bev,fixture
VIN003,Vehicle/Trigger/StartOfJourney,locationLatitude,48.902,,2026-02-13T19:00:00Z,2026-02-13T19:00:01Z,electric,bev,fixture
VIN003,Vehicle/Trigger/StartOfJourney,locationLongitude,2.276,,2026-02-13T19:00:00Z,2026-02-13T19:00:01Z,electric,bev,fixture
VIN003,Vehicle/Trigger/StartOfJourney,lastKnownLocationAltitude,70.0,,2026-02-13T19:00:00Z,2026-02-13T19:00:01Z,electric,bev,fixture
VIN003,Vehicle/Trigger/EndOfJourney,locationLatitude,48.916,,2026-02-13T19:12:00Z,2026-02-13T19:12:01Z,electric,bev,fixture
VIN003,Vehicle/Trigger/EndOfJourney,locationLongitude,2.284,,2026-02-13T19:12:00Z,2026-02-13T19:12:01Z,electric,bev,fixture
VIN003,Vehicle/Trigger/EndOfJourney,lastKnownLocationAltitude,72.0,,2026-02-13T19:12:00Z,2026-02-13T19:12:01Z,electric,bev,fixture
VIN003,UCD/Sent/Trigger/Trg_periodic_5_seconds,locationLatitude,,"[48.902, 48.9048, 48.9076, 48.9104, 48.9132, 48.916]",2026-02-13T19:12:00Z,2026-02-13T19:12:01Z,electric,bev,fixture
VIN003,UCD/Sent/Trigger/Trg_periodic_5_seconds,locationLongitude,,"[2.276, 2.2776, 2.2792, 2.2808, 2.2824, 2.284]",2026-02-13T19:12:00Z,2026-02-13T19:12:01Z,electric,bev,fixture
VIN003,UCD/Sent/Trigger/Trg_periodic_5_seconds,lastKnownLocationAltitude,,"[70.0, 70.4, 70.8, 71.2, 71.6, 72.0]",2026-02-13T19:12:00Z,2026-02-13T19:12:01Z,electric,bev,fixture
VIN004,Vehicle/Trigger/StartOfJourney,locationLatitude,48.92,,2026-02-13T07:00:00Z,2026-02-13T07:00:01Z,electric,bev,fixture
VIN004,Vehicle/Trigger/StartOfJourney,locationLongitude,2.28,,2026-02-13T07:00:00Z,2026-02-13T07:00:01Z,electric,bev,fixture
VIN004,Vehicle/Trigger/StartOfJourney,lastKnownLocationAltitude,70.0,,2026-02-13T07:00:00Z,2026-02-13T07:00:01Z,electric,bev,fixture
VIN004,Vehicle/Trigger/EndOfJourney,locationLatitude,48.93,,2026-02-13T07:08:00Z,2026-02-13T07:08:01Z,electric,bev,fixture
VIN004,Vehicle/Trigger/EndOfJourney,locationLongitude,2.288,,2026-02-13T07:08:00Z,2026-02-13T07:08:01Z,electric,bev,fixture
VIN004,Vehicle/Trigger/EndOfJourney,lastKnownLocationAltitude,72.0,,2026-02-13T07:08:00Z,2026-02-13T07:08:01Z,electric,bev,fixture
VIN004,UCD/Sent/Trigger/Trg_periodic_5_seconds,locationLatitude,,"[48.92, 48.9225, 48.925, 48.9275, 48.93]",2026-02-13T07:08:00Z,2026-02-13T07:08:01Z,electric,bev,fixture
VIN004,UCD/Sent/Trigger/Trg_periodic_5_seconds,locationLongitude,,"[2.28, 2.282, 2.284, 2.286, 2.288]",2026-02-13T07:08:00Z,2026-02-13T07:08:01Z,electric,bev,fixture
VIN004,UCD/Sent/Trigger/Trg_periodic_5_seconds,lastKnownLocationAltitude,,"[70.0, 70.5, 71.0, 71.5, 72.0]",2026-02-13T07:08:00Z,2026-02-13T07:08:01Z,electric,bev,fixture
VIN004,Vehicle/Trigger/StartOfJourney,locationLatitude,48.923,,2026-02-13T10:00:00Z,2026-02-13T10:00:01Z,electric,bev,fixture
VIN004,Vehicle/Trigger/StartOfJourney,locationLongitude,2.284,,2026-02-13T10:00:00Z,2026-02-13T10:00:01Z,electric,bev,fixture
VIN004,Vehicle/Trigger/StartOfJourney,lastKnownLocationAltitude,70.0,,2026-02-13T10:00:00Z,2026-02-13T10:00:01Z,electric,bev,fixture
VIN004,Vehicle/Trigger/EndOfJourney,locationLatitude,48.937,,2026-02-13T10:09:00Z,2026-02-13T10:09:01Z,electric,bev,fixture
VIN004,Vehicle/Trigger/EndOfJourney,locationLongitude,2.295,,2026-02-13T10:09:00Z,2026-02-13T10:09:01Z,electric,bev,fixture
VIN004,Vehicle/Trigger/EndOfJourney,lastKnownLocationAltitude,72.0,,2026-02-13T10:09:00Z,2026-02-13T10:09:01Z,electric,bev,fixture
VIN004,UCD/Sent/Trigger/Trg_periodic_5_seconds,locationLatitude,,"[48.923, 48.9258, 48.9286, 48.9314, 48.9342, 48.937]",2026-02-13T10:09:00Z,2026-02-13T10:09:01Z,electric,bev,fixture
VIN004,UCD/Sent/Trigger/Trg_periodic_5_seconds,locationLongitude,,"[2.284, 2.2862, 2.2884, 2.2906, 2.2928, 2.295]",2026-02-13T10:09:00Z,2026-02-13T10:09:01Z,electric,bev,fixture
VIN004,UCD/Sent/Trigger/Trg_periodic_5_seconds,lastKnownLocationAltitude,,"[70.0, 70.4, 70.8, 71.2, 71.6, 72.0]",2026-02-13T10:09:00Z,2026-02-13T10:09:01Z,electric,bev,fixture
VIN004,Vehicle/Trigger/StartOfJourney,locationLatitude,48.926,,2026-02-13T13:00:00Z,2026-02-13T13:00:01Z,electric,bev,fixture
VIN004,Vehicle/Trigger/StartOfJourney,locationLongitude,2.288,,2026-02-13T13:00:00Z,2026-02-13T13:00:01Z,electric,bev,fixture
VIN004,Vehicle/Trigger/StartOfJourney,lastKnownLocationAltitude,70.0,,2026-02-13T13:00:00Z,2026-02-13T13:00:01Z,electric,bev,fixture
VIN004,Vehicle/Trigger/EndOfJourney,locationLatitude,48.944,,2026-02-13T13:10:00Z,2026-02-13T13:10:01Z,electric,bev,fixture
VIN004,Vehicle/Trigger/EndOfJourney,locationLongitude,2.302,,2026-02-13T13:10:00Z,2026-02-13T13:10:01Z,electric,bev,fixture
VIN004,Vehicle/Trigger/EndOfJourney,lastKnownLocationAltitude,72.0,,2026-02-13T13:10:00Z,2026-02-13T13:10:01Z,electric,bev,fixture
VIN004,UCD/Sent/Trigger/Trg_periodic_5_seconds,locationLatitude,,"[48.926, 48.929, 48.932, 48.935, 48.938, 48.941, 48.944]",2026-02-13T13:10:00Z,2026-02-13T13:10:01Z,electric,bev,fixture
VIN004,UCD/Sent/Trigger/Trg_periodic_5_seconds,locationLongitude,,"[2.288, 2.2903333, 2.2926667, 2.295, 2.2973333, 2.2996667, 2.302]",2026-02-13T13:10:00Z,2026-02-13T13:10:01Z,electric,bev,fixture
VIN004,UCD/Sent/Trigger/Trg_periodic_5_seconds,lastKnownLocationAltitude,,"[70.0, 70.3, 70.7, 71.0, 71.3, 71.7, 72.0]",2026-02-13T13:10:00Z,2026-02-13T13:10:01Z,electric,bev,fixture
VIN004,Vehicle/Trigger/StartOfJourney,locationLatitude,48.929,,2026-02-13T16:00:00Z,2026-02-13T16:00:01Z,electric,bev,fixture
VIN004,Vehicle/Trigger/StartOfJourney,locationLongitude,2.292,,2026-02-13T16:00:00Z,2026-02-13T16:00:01Z,electric,bev,fixture
VIN004,Vehicle/Trigger/StartOfJourney,lastKnownLocationAltitude,70.0,,2026-02-13T16:00:00Z,2026-02-13T16:00:01Z,electric,bev,fixture
VIN004,Vehicle/Trigger/EndOfJourney,locationLatitude,48.939,,2026-02-13T16:11:00Z,2026-02-13T16:11:01Z,electric,bev,fixture
VIN004,Vehicle/Trigger/EndOfJourney,locationLongitude,2.309,,2026-02-13T16:11:00Z,2026-02-13T16:11:01Z,electric,bev,fixture
VIN004,Vehicle/Trigger/EndOfJourney,lastKnownLocationAltitude,72.0,,2026-02-13T16:11:00Z,2026-02-13T16:11:01Z,electric,bev,fixture
VIN004,UCD/Sent/Trigger/Trg_periodic_5_seconds,locationLatitude,,"[48.929, 48.9315, 48.934, 48.9365, 48.939]",2026-02-13T16:11:00Z,2026-02-13T16:11:01Z,electric,bev,fixture
VIN004,UCD/Sent/Trigger/Trg_periodic_5_seconds,locationLongitude,,"[2.292, 2.29625, 2.3005, 2.30475, 2.309]",2026-02-13T16:11:00Z,2026-02-13T16:11:01Z,electric,bev,fixture
VIN004,UCD/Sent/Trigger/Trg_periodic_5_seconds,lastKnownLocationAltitude,,"[70.0, 70.5, 71.0, 71.5, 72.0]",2026-02-13T16:11:00Z,2026-02-13T16:11:01Z,electric,bev,fixture
VIN004,Vehicle/Trigger/StartOfJourney,locationLatitude,48.932,,2026-02-13T19:00:00Z,2026-02-13T19:00:01Z,electric,bev,fixture
VIN004,Vehicle/Trigger/StartOfJourney,locationLongitude,2.296,,2026-02-13T19:00:00Z,2026-02-13T19:00:01Z,electric,bev,fixture
VIN004,Vehicle/Trigger/StartOfJourney,lastKnownLocationAltitude,70.0,,2026-02-13T19:00:00Z,2026-02-13T19:00:01Z,electric,bev,fixture
VIN004,Vehicle/Trigger/EndOfJourney,locationLatitude,48.946,,2026-02-13T19:12:00Z,2026-02-13T19:12:01Z,electric,bev,fixture
VIN004,Vehicle/Trigger/EndOfJourney,locationLongitude,2.304,,2026-02-13T19:12:00Z,2026-02-13T19:12:01Z,electric,bev,fixture
VIN004,Vehicle/Trigger/EndOfJourney,lastKnownLocationAltitude,72.0,,2026-02-13T19:12:00Z,2026-02-13T19:12:01Z,electric,bev,fixture
VIN004,UCD/Sent/Trigger/Trg_periodic_5_seconds,locationLatitude,,"[48.932, 48.9348, 48.9376, 48.9404, 48.9432, 48.946]",2026-02-13T19:12:00Z,2026-02-13T19:12:01Z,electric,bev,fixture
VIN004,UCD/Sent/Trigger/Trg_periodic_5_seconds,locationLongitude,,"[2.296, 2.2976, 2.2992, 2.3008, 2.3024, 2.304]",2026-02-13T19:12:00Z,2026-02-13T19:12:01Z,electric,bev,fixture
VIN004,UCD/Sent/Trigger/Trg_periodic_5_seconds,lastKnownLocationAltitude,,"[70.0, 70.4, 70.8, 71.2, 71.6, 72.0]",2026-02-13T19:12:00Z,2026-02-13T19:12:01Z,electric,bev,fixture
VIN005,Vehicle/Trigger/StartOfJourney,locationLatitude,48.95,,2026-02-13T07:00:00Z,2026-02-13T07:00:01Z,electric,bev,fixture
VIN005,Vehicle/Trigger/StartOfJourney,locationLongitude,2.3,,2026-02-13T07:00:00Z,2026-02-13T07:00:01Z,electric,bev,fixture
VIN005,Vehicle/Trigger/StartOfJourney,lastKnownLocationAltitude,70.0,,2026-02-13T07:00:00Z,2026-02-13T07:00:01Z,electric,bev,fixture
VIN005,Vehicle/Trigger/EndOfJourney,locationLatitude,48.96,,2026-02-13T07:08:00Z,2026-02-13T07:08:01Z,electric,bev,fixture
VIN005,Vehicle/Trigger/EndOfJourney,locationLongitude,2.308,,2026-02-13T07:08:00Z,2026-02-13T07:08:01Z,electric,bev,fixture
VIN005,Vehicle/Trigger/EndOfJourney,lastKnownLocationAltitude,72.0,,2026-02-13T07:08:00Z,2026-02-13T07:08:01Z,electric,bev,fixture
VIN005,UCD/Sent/Trigger/Trg_periodic_5_seconds,locationLatitude,,"[48.95, 48.9525, 48.955, 48.9575, 48.96]",2026-02-13T07:08:00Z,2026-02-13T07:08:01Z,electric,bev,fixture
VIN005,UCD/Sent/Trigger/Trg_periodic_5_seconds,locationLongitude,,"[2.3, 2.302, 2.304, 2.306, 2.308]",2026-02-13T07:08:00Z,2026-02-13T07:08:01Z,electric,bev,fixture
VIN005,UCD/Sent/Trigger/Trg_periodic_5_seconds,lastKnownLocationAltitude,,"[70.0, 70.5, 71.0, 71.5, 72.0]",2026-02-13T07:08:00Z,2026-02-13T07:08:01Z,electric,bev,fixture
VIN005,Vehicle/Trigger/StartOfJourney,locationLatitude,48.953,,2026-02-13T10:00:00Z,2026-02-13T10:00:01Z,electric,bev,fixture
VIN005,Vehicle/Trigger/StartOfJourney,locationLongitude,2.304,,2026-02-13T10:00:00Z,2026-02-13T10:00:01Z,electric,bev,fixture
VIN005,Vehicle/Trigger/StartOfJourney,lastKnownLocationAltitude,70.0,,2026-02-13T10:00:00Z,2026-02-13T10:00:01Z,electric,bev,fixture
VIN005,Vehicle/Trigger/EndOfJourney,locationLatitude,48.967,,2026-02-13T10:09:00Z,2026-02-13T10:09:01Z,electric,bev,fixture
VIN005,Vehicle/Trigger/EndOfJourney,locationLongitude,2.315,,2026-02-13T10:09:00Z,2026-02-13T10:09:01Z,electric,bev,fixture
VIN005,Vehicle/Trigger/EndOfJourney,lastKnownLocationAltitude,72.0,,2026-02-13T10:09:00Z,2026-02-13T10:09:01Z,electric,bev,fixture
VIN005,UCD/Sent/Trigger/Trg_periodic_5_seconds,locationLatitude,,"[48.953, 48.9558, 48.9586, 48.9614, 48.9642, 48.967]",2026-02-13T10:09:00Z,2026-02-13T10:09:01Z,electric,bev,fixture
VIN005,UCD/Sent/Trigger/Trg_periodic_5_seconds,locationLongitude,,"[2.304, 2.3062, 2.3084, 2.3106, 2.3128, 2.315]",2026-02-13T10:09:00Z,2026-02-13T10:09:01Z,electric,bev,fixture
VIN005,UCD/Sent/Trigger/Trg_periodic_5_seconds,lastKnownLocationAltitude,,"[70.0, 70.4, 70.8, 71.2, 71.6, 72.0]",2026-02-13T10:09:00Z,2026-02-13T10:09:01Z,electric,bev,fixture
VIN005,Vehicle/Trigger/StartOfJourney,locationLatitude,48.956,,2026-02-13T13:00:00Z,2026-02-13T13:00:01Z,electric,bev,fixture
VIN005,Vehicle/Trigger/StartOfJourney,locationLongitude,2.308,,2026-02-13T13:00:00Z,2026-02-13T13:00:01Z,electric,bev,fixture
VIN005,Vehicle/Trigger/StartOfJourney,lastKnownLocationAltitude,70.0,,2026-02-13T13:00:00Z,2026-02-13T13:00:01Z,electric,bev,fixture
VIN005,Vehicle/Trigger/EndOfJourney,locationLatitude,48.974,,2026-02-13T13:10:00Z,2026-02-13T13:10:01Z,electric,bev,fixture
VIN005,Vehicle/Trigger/EndOfJourney,locationLongitude,2.322,,2026-02-13T13:10:00Z,2026-02-13T13:10:01Z,electric,bev,fixture
VIN005,Vehicle/Trigger/EndOfJourney,lastKnownLocationAltitude,72.0,,2026-02-13T13:10:00Z,2026-02-13T13:10:01Z,electric,bev,fixture
VIN005,UCD/Sent/Trigger/Trg_periodic_5_seconds,locationLatitude,,"[48.956, 48.959, 48.962, 48.965, 48.968, 48.971, 48.974]",2026-02-13T13:10:00Z,2026-02-13T13:10:01Z,electric,bev,fixture
VIN005,UCD/Sent/Trigger/Trg_periodic_5_seconds,locationLongitude,,"[2.308, 2.3103333, 2.3126667, 2.315, 2.3173333, 2.3196667, 2.322]",2026-02-13T13:10:00Z,2026-02-13T13:10:01Z,electric,bev,fixture
VIN005,UCD/Sent/Trigger/Trg_periodic_5_seconds,lastKnownLocationAltitude,,"[70.0, 70.3, 70.7, 71.0, 71.3, 71.7, 72.0]",2026-02-13T13:10:00Z,2026-02-13T13:10:01Z,electric,bev,fixture
VIN005,Vehicle/Trigger/StartOfJourney,locationLatitude,48.959,,2026-02-13T16:00:00Z,2026-02-13T16:00:01Z,electric,bev,fixture
VIN005,Vehicle/Trigger/StartOfJourney,locationLongitude,2.312,,2026-02-13T16:00:00Z,2026-02-13T16:00:01Z,electric,bev,fixture
VIN005,Vehicle/Trigger/StartOfJourney,lastKnownLocationAltitude,70.0,,2026-02-13T16:00:00Z,2026-02-13T16:00:01Z,electric,bev,fixture
VIN005,Vehicle/Trigger/EndOfJourney,locationLatitude,48.969,,2026-02-13T16:11:00Z,2026-02-13T16:11:01Z,electric,bev,fixture
VIN005,Vehicle/Trigger/EndOfJourney,locationLongitude,2.329,,2026-02-13T16:11:00Z,2026-02-13T16:11:01Z,electric,bev,fixture
VIN005,Vehicle/Trigger/EndOfJourney,lastKnownLocationAltitude,72.0,,2026-02-13T16:11:00Z,2026-02-13T16:11:01Z,electric,bev,fixture
VIN005,UCD/Sent/Trigger/Trg_periodic_5_seconds,locationLatitude,,"[48.959, 48.9615, 48.964, 48.9665, 48.969]",2026-02-13T16:11:00Z,2026-02-13T16:11:01Z,electric,bev,fixture
VIN005,UCD/Sent/Trigger/Trg_periodic_5_seconds,locationLongitude,,"[2.312, 2.31625, 2.3205, 2.32475, 2.329]",2026-02-13T16:11:00Z,2026-02-13T16:11:01Z,electric,bev,fixture
VIN005,UCD/Sent/Trigger/Trg_periodic_5_seconds,lastKnownLocationAltitude,,"[70.0, 70.5, 71.0, 71.5, 72.0]",2026-02-13T16:11:00Z,2026-02-13T16:11:01Z,electric,bev,fixture
VIN005,Vehicle/Trigger/StartOfJourney,locationLatitude,48.962,,2026-02-13T19:00:00Z,2026-02-13T19:00:01Z,electric,bev,fixture
VIN005,Vehicle/Trigger/StartOfJourney,locationLongitude,2.316,,2026-02-13T19:00:00Z,2026-02-13T19:00:01Z,electric,bev,fixture
VIN005,Vehicle/Trigger/StartOfJourney,lastKnownLocationAltitude,70.0,,2026-02-13T19:00:00Z,2026-02-13T19:00:01Z,electric,bev,fixture
VIN005,Vehicle/Trigger/EndOfJourney,locationLatitude,48.976,,2026-02-13T19:12:00Z,2026-02-13T19:12:01Z,electric,bev,fixture
VIN005,Vehicle/Trigger/EndOfJourney,locationLongitude,2.324,,2026-02-13T19:12:00Z,2026-02-13T19:12:01Z,electric,bev,fixture
VIN005,Vehicle/Trigger/EndOfJourney,lastKnownLocationAltitude,72.0,,2026-02-13T19:12:00Z,2026-02-13T19:12:01Z,electric,bev,fixture
VIN005,UCD/Sent/Trigger/Trg_periodic_5_seconds,locationLatitude,,"[48.962, 48.9648, 48.9676, 48.9704, 48.9732, 48.976]",2026-02-13T19:12:00Z,2026-02-13T19:12:01Z,electric,bev,fixture
VIN005,UCD/Sent/Trigger/Trg_periodic_5_seconds,locationLongitude,,"[2.316, 2.3176, 2.3192, 2.3208, 2.3224, 2.324]",2026-02-13T19:12:00Z,2026-02-13T19:12:01Z,electric,bev,fixture
VIN005,UCD/Sent/Trigger/Trg_periodic_5_seconds,lastKnownLocationAltitude,,"[70.0, 70.4, 70.8, 71.2, 71.6, 72.0]",2026-02-13T19:12:00Z,2026-02-13T19:12:01Z,electric,bev,fixture
VIN006,Vehicle/Trigger/StartOfJourney,locationLatitude,48.98,,2026-02-13T07:00:00Z,2026-02-13T07:00:01Z,electric,bev,fixture
VIN006,Vehicle/Trigger/StartOfJourney,locationLongitude,2.32,,2026-02-13T07:00:00Z,2026-02-13T07:00:01Z,electric,bev,fixture
VIN006,Vehicle/Trigger/StartOfJourney,lastKnownLocationAltitude,70.0,,2026-02-13T07:00:00Z,2026-02-13T07:00:01Z,electric,bev,fixture
VIN006,Vehicle/Trigger/EndOfJourney,locationLatitude,48.99,,2026-02-13T07:08:00Z,2026-02-13T07:08:01Z,electric,bev,fixture
VIN006,Vehicle/Trigger/EndOfJourney,locationLongitude,2.328,,2026-02-13T07:08:00Z,2026-02-13T07:08:01Z,electric,bev,fixture
VIN006,Vehicle/Trigger/EndOfJourney,lastKnownLocationAltitude,72.0,,2026-02-13T07:08:00Z,2026-02-13T07:08:01Z,electric,bev,fixture
VIN006,UCD/Sent/Trigger/Trg_periodic_5_seconds,locationLatitude,,"[48.98, 48.9825, 48.985, 48.9875, 48.99]",2026-02-13T07:08:00Z,2026-02-13T07:08:01Z,electric,bev,fixture
VIN006,UCD/Sent/Trigger/Trg_periodic_5_seconds,locationLongitude,,"[2.32, 2.322, 2.324, 2.326, 2.328]",2026-02-13T07:08:00Z,2026-02-13T07:08:01Z,electric,bev,fixture
VIN006,UCD/Sent/Trigger/Trg_periodic_5_seconds,lastKnownLocationAltitude,,"[70.0, 70.5, 71.0, 71.5, 72.0]",2026-02-13T07:08:00Z,2026-02-13T07:08:01Z,electric,bev,fixture
VIN006,Vehicle/Trigger/StartOfJourney,locationLatitude,48.983,,2026-02-13T10:00:00Z,2026-02-13T10:00:01Z,electric,bev,fixture
VIN006,Vehicle/Trigger/StartOfJourney,locationLongitude,2.324,,2026-02-13T10:00:00Z,2026-02-13T10:00:01Z,electric,bev,fixture
VIN006,Vehicle/Trigger/StartOfJourney,lastKnownLocationAltitude,70.0,,2026-02-13T10:00:00Z,2026-02-13T10:00:01Z,electric,bev,fixture
VIN006,Vehicle/Trigger/EndOfJourney,locationLatitude,48.997,,2026-02-13T10:09:00Z,2026-02-13T10:09:01Z,electric,bev,fixture
VIN006,Vehicle/Trigger/EndOfJourney,locationLongitude,2.335,,2026-02-13T10:09:00Z,2026-02-13T10:09:01Z,electric,bev,fixture
VIN006,Vehicle/Trigger/EndOfJourney,lastKnownLocationAltitude,72.0,,2026-02-13T10:09:00Z,2026-02-13T10:09:01Z,electric,bev,fixture
VIN006,UCD/Sent/Trigger/Trg_periodic_5_seconds,locationLatitude,,"[48.983, 48.9858, 48.9886, 48.9914, 48.9942, 48.997]",2026-02-13T10:09:00Z,2026-02-13T10:09:01Z,electric,bev,fixture
VIN006,UCD/Sent/Trigger/Trg_periodic_5_seconds,locationLongitude,,"[2.324, 2.3262, 2.3284, 2.3306, 2.3328, 2.335]",2026-02-13T10:09:00Z,2026-02-13T10:09:01Z,electric,bev,fixture
VIN006,UCD/Sent/Trigger/Trg_periodic_5_seconds,lastKnownLocationAltitude,,"[70.0, 70.4, 70.8, 71.2, 71.6, 72.0]",2026-02-13T10:09:00Z,2026-02-13T10:09:01Z,electric,bev,fixture
VIN006,Vehicle/Trigger/StartOfJourney,locationLatitude,48.986,,2026-02-13T13:00:00Z,2026-02-13T13:00:01Z,electric,bev,fixture
VIN006,Vehicle/Trigger/StartOfJourney,locationLongitude,2.328,,2026-02-13T13:00:00Z,2026-02-13T13:00:01Z,electric,bev,fixture
VIN006,Vehicle/Trigger/StartOfJourney,lastKnownLocationAltitude,70.0,,2026-02-13T13:00:00Z,2026-02-13T13:00:01Z,electric,bev,fixture
VIN006,Vehicle/Trigger/EndOfJourney,locationLatitude,49.004,,2026-02-13T13:10:00Z,2026-02-13T13:10:01Z,electric,bev,fixture
VIN006,Vehicle/Trigger/EndOfJourney,locationLongitude,2.342,,2026-02-13T13:10:00Z,2026-02-13T13:10:01Z,electric,bev,fixture
VIN006,Vehicle/Trigger/EndOfJourney,lastKnownLocationAltitude,72.0,,2026-02-13T13:10:00Z,2026-02-13T13:10:01Z,electric,bev,fixture
VIN006,UCD/Sent/Trigger/Trg_periodic_5_seconds,locationLatitude,,"[48.986, 48.989, 48.992, 48.995, 48.998, 49.001, 49.004]",2026-02-13T13:10:00Z,2026-02-13T13:10:01Z,electric,bev,fixture
VIN006,UCD/Sent/Trigger/Trg_periodic_5_seconds,locationLongitude,,"[2.328, 2.3303333, 2.3326667, 2.335, 2.3373333, 2.3396667, 2.342]",2026-02-13T13:10:00Z,2026-02-13T13:10:01Z,electric,bev,fixture
VIN006,UCD/Sent/Trigger/Trg_periodic_5_seconds,lastKnownLocationAltitude,,"[70.0, 70.3, 70.7, 71.0, 71.3, 71.7, 72.0]",2026-02-13T13:10:00Z,2026-02-13T13:10:01Z,electric,bev,fixture
VIN006,Vehicle/Trigger/StartOfJourney,locationLatitude,48.989,,2026-02-13T16:00:00Z,2026-02-13T16:00:01Z,electric,bev,fixture
VIN006,Vehicle/Trigger/StartOfJourney,locationLongitude,2.332,,2026-02-13T16:00:00Z,2026-02-13T16:00:01Z,electric,bev,fixture
VIN006,Vehicle/Trigger/StartOfJourney,lastKnownLocationAltitude,70.0,,2026-02-13T16:00:00Z,2026-02-13T16:00:01Z,electric,bev,fixture
VIN006,Vehicle/Trigger/EndOfJourney,locationLatitude,48.999,,2026-02-13T16:11:00Z,2026-02-13T16:11:01Z,electric,bev,fixture
VIN006,Vehicle/Trigger/EndOfJourney,locationLongitude,2.349,,2026-02-13T16:11:00Z,2026-02-13T16:11:01Z,electric,bev,fixture
VIN006,Vehicle/Trigger/EndOfJourney,lastKnownLocationAltitude,72.0,,2026-02-13T16:11:00Z,2026-02-13T16:11:01Z,electric,bev,fixture
VIN006,UCD/Sent/Trigger/Trg_periodic_5_seconds,locationLatitude,,"[48.989, 48.9915, 48.994, 48.9965, 48.999]",2026-02-13T16:11:00Z,2026-02-13T16:11:01Z,electric,bev,fixture
VIN006,UCD/Sent/Trigger/Trg_periodic_5_seconds,locationLongitude,,"[2.332, 2.33625, 2.3405, 2.34475, 2.349]",2026-02-13T16:11:00Z,2026-02-13T16:11:01Z,electric,bev,fixture
VIN006,UCD/Sent/Trigger/Trg_periodic_5_seconds,lastKnownLocationAltitude,,"[70.0, 70.5, 71.0, 71.5, 72.0]",2026-02-13T16:11:00Z,2026-02-13T16:11:01Z,electric,bev,fixture
VIN006,Vehicle/Trigger/StartOfJourney,locationLatitude,48.992,,2026-02-13T19:00:00Z,2026-02-13T19:00:01Z,electric,bev,fixture
